activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
75425,111110059,111110059,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,CHI (Computer-Human Interaction) 2025,,,,,Manual,,,,,,,,Association for Computing Machinery (ACM),New York,,,,Modeling the Diffusion of Fake and Real News through the Lens of the Diffusion of Innovations Theory,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75425, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2025, ""termid"": ""2025/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Winiecki, D. J.', 'Spezzano, F.']"
75427,111208039,111208039,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November 2024,American Anthropology Association ,,,,,Manual,,,,,,,,,,,,,AAA Roundtable on North American Temporary Labor Programs,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75427, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Meierotto, L. M.']"
75438,114227663,114227663,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMCIS 2024,,,,,Manual,,,,,,,,,,,,,Using AI to Fight Human Trafficking: Ethical Considerations,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75438, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 75438, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Guerra, K.', 'Land, A.']"
75439,114227663,114227663,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMCIS TREOs 2024,,,,,Manual,,,,,,,,,,,,,Addressing Digital Divide Through the Combination of Self-Efficacy and Cognitive Load Theory: Evidence from China.,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75439, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Liu, X.', 'Guerra, K.', 'Liu, X.']"
75440,114227663,114227663,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMCIS TREOs 2024,,,,,Manual,,,,,,,,,,,,,"AI adoption: Integrating TOE, Implementation Science, and Ethics.",,,,,,,,Proceeding,,,,,,[],"[{""id"": 75440, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 75440, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}]","['Guerra, K.', 'Johnson, V.']"
75447,112188730,112188730,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January,International Meeting on Simulation in Healthcare,,,,,Manual,,,,,,,,,,,,,Creative Adaptation: Using ChatGPT to Facilitate SImulation Scenario Development,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75447, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Blomquist, J. K.', 'Chapman, T. E.']"
75448,112188730,112188730,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April,Western Institute of Nursing,,,,,Manual,,,,,,,,,,,,,IHI Model for IMprovement: A Path for Enhanced Course Design and Faculty Development,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75448, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Blomquist, J. K.', 'Walters, R.']"
75449,112188730,112188730,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April,Western Institute of Nursing Conference,,,,,Manual,,,,,,,,,,,,,Exploring Generative AI in Nursing Education: Faculty and Student Perceptions,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75449, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Blomquist, J. K.', 'Dworak, E.', 'Alderden, J. G.', 'Llewellyn, S. E.', 'Haynes, M.', 'Wickersham, E.']"
75451,112188730,112188730,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,November,American Nurses Association of Idaho Learning in Education and Practice Conference,,,,,Manual,,,,,,,,,,,,,Professional Identity in Nursing: A Model for a Value-Centered Career,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75451, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Blomquist, J. K.', 'Walters, R.']"
75489,114107930,114107930,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual Meeting, American Nuclear Society.",,,,,Manual,,,,,,,,,,,,,Consent-based Siting for Nuclear Fuel: The Common Ground Consortium Focus on Research and Public Conversations,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75489, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Borrelli, B.', 'Araujo, K. M.', 'Koerner, C.', 'Djokic, D.']"
75491,114107930,114107930,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual Meeting Proceedings, American Nuclear Society.",,,,,Manual,,,,,,,,,,,,,Development of an On-line Graduate Certificate for Nuclear Safeguards and Security,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75491, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['LaBrier, D.', 'Araujo, K. M.', 'Bernards, M.']"
75501,111111798,111111798,,2026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD,,,,,Manual,,,,,,,,,,,,,Amake: Software Builds with Distributed Target Caches,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75501, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Buffenbarger, J. R.']"
75508,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,BibTeX,,,,,,,,,,,,,Power Grid Anomaly Detection via Hybrid LSTM-GIN Model (Student Abstract),,,,,,,,Proceeding,,,38,,,[],"[{""id"": 75508, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Jobe, A.', 'Ky, R.', 'Luo, S.', 'Dhamsania, A.', 'Purohit, S.', 'Serra, E.']"
75510,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,,,,BibTeX,,,,,,,,,,,,,Ags-gnn: Attribute-guided sampling for graph neural networks,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75510, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Das, S. S.', 'Ferdous, S. M.', 'Halappanavar, M. M.', 'Serra, E.', 'Pothen, A.']"
75511,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 IEEE 11th International Conference on Data Science and Advanced Analytics (DSAA),,,,,BibTeX,,,,,,,,,,,,,Evaluating the Robustness of Fake News Detectors to Adversarial Attacks with Real User Comments,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75511, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Koren, A.', 'Underwood, C.', 'Serra, E.', 'Spezzano, F.']"
75514,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 IEEE International Conference on Big Data (BigData),,,,,BibTeX,,,,,,,,,,,,,Generating Phishing Attacks and Novel Detection Algorithms in the Era of Large Language Models,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75514, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Fairbanks, J.', 'Serra, E.']"
75516,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 IEEE International Conference on Big Data (BigData),,,,,BibTeX,,,,,,,,,,,,,2FWL-SIRGN: A Scalable Structural 2-dimensional Folklore Weisfeiler Lehman Graph Representation Learning Approach Via Structural Graph Partitioning,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75516, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Carpenter, J.', 'Serra, E.']"
75518,114048778,114048778,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 IEEE International Conference on Big Data (BigData),,,,,BibTeX,,,,,,,,,,,,,Fool-X: A Powerful \& Fast Method for Generating Effective Adversarial Images,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75518, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Khamaiseh, S. Y.', 'Mancino, M.', 'Jost, D.', 'Al-Alaj, A.', 'Bagagem, D.', 'Serra, E.']"
75544,114202590,114202590,,2024.0,,,,,,,,,,,,,,,,,,10.5281/zenodo.13892242,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Joint Statistical Meetings,,,,,A chi-square type test for time-invariant fiber pathways of the brain: HARDI extension,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75544, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Goo, J.', 'Sakhanenko, L.']"
75574,111643735,111643735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beacon Leadership Conference,,,,,Manual,,,,,,,,,,,,,Leadership in Action :  Cultivating Authentic Relationships,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75574, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2024, ""termid"": ""2024/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Reeder, H.', 'Thompson, B. N.', 'Lanuza, C. E.']"
75582,114105970,114105970,,2024.0,,,,,,,,,,,,,,,,,"OVERVIEW OF SYMPOSIUM  In 2011, the U.S. National Science Foundation (NSF) established the Innovation Corps (I-Corps) program, which has become the world’s largest entrepreneurial training program for would-be academic entrepreneurs. I-Corps prepares university and federal lab scientists and engineers to extend their focus beyond the laboratory to accelerate the transfer of cutting-edge research into commercial success. As I-Corps has expanded, it has made its presence felt in academic entrepreneurship. There are now ten NSF I-Corps Regional “Hubs,” involving over 80 research universities. According to the NSF I-Corps Biennial Report (2021), I-Corps has educated more than 6,500 grant participants from the NSF, National Institutes of Health (NIH), and Department of Energy (DOE), and trained more than 2,300 entrepreneurial teams. These teams are typically small (i.e., three individuals) and include individuals with both scientific and business-related expertise. I-Corps teams have raised more than $1.2 Billion in subsequent funding for start-up activity. Evaluating the effectiveness of the I-Corps program is critical to its future success since NSF and other federal agencies are looking to expand the program. Duval-couetil, Epstein, and Huang-saad (2022) note that I-Corps has been evaluated in a number of ways, and they suggest a need for alternative evaluation and assessment data that could be used to better understand the effects of regional programs, as well as how those programs might be improved. However, the overarching theme of this symposium is linking entrepreneurship and innovation literature to assess the effectiveness of an entrepreneurship training program (the NSF I-Corps program) on generating potential entrepreneurs (academic entrepreneurs) and show how this program is producing sustainable impacts on society (innovations). Four presentations are included in the symposium, representing different approaches to understanding the critical role of Hubs of I-Corps trainees across the U.S. by reinforcing the fundamental components of the entrepreneurial and innovation process. The presentations in this session illustrate a variety of “micro” and “macro” perspectives on academic entrepreneurship (Waldman, Vaulont, Balven, Siegel, & Rupp, 2022; Siegel & Wright, 2015), including theories of organizational justice; identity; role conflict; ambivalence; championing/leadership; feedback; knowledge spillovers; diversity, equity, and inclusion; business model experimentation; pivoting; strategy formulation and implementation; networks; and team dynamics. Likewise, novel methods to provide evidence and implications. Our session is also inspired by the AOM 2024 theme “Innovating for the future: policy, purpose and organizations” since it deals with a federal program that is targeted to train the next generation of successful academic entrepreneurs.",,,,,,,,,,,,,,,,,,,August,Academy of Management ,,,,,Manual,,,,,,,,,,,,,Training Academic Entrepreneurs to Innovate for the Future: Evidence from the I-Corps   Program,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75582, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Siegel, D.', 'Neupert, K.', 'Feldman, M.', 'Nicholas, K. R.', 'Whitney, M.']"
75583,114105970,114105970,,2024.0,,,,,,,,,,,,,,,,,"Entrepreneurial ecosystems have emerged as a focal point in the strategic agendas of national and regional governmental bodies, driven by the goal of stimulating economic growth. The overarching objective of these ecosystems is to act as a facilitative milieu for high-growth ventures. Within the United States, there exists a pronounced emphasis on advancing entrepreneurial initiatives in the domains of science, technology, engineering, and mathematics (STEM), as these ventures are more likely to result in companies that grow beyond their entrepreneur (Schumpeter, 1934). Universities, in concert with governmental support structures, occupy a pivotal role in the orchestration and evolution of EEs. Noteworthy in this regard is the proactive involvement of the National Science Foundation (NSF), which has championed a program specifically designed to support nascent entrepreneurs.  This session will be of interest to any faculty member involved with innovation, entrepreneurs, or entrepreneurship. As academics, we don’t always have the time to reflect on our role and place within the larger environment. This session will give participants the opportunity to share with and learn from their peers. This session will introduce and discuss the entrepreneur ecosystem framework and then use examples to illustrate its application, which will also include the I-Corps training program and its training outcomes. I-Corps is an NSF-funded program aimed at supporting University-led innovation commercialization. Results from I-Corps-supported research will be discussed, and two (or more) members of the national I-Corps program will discuss their experiences.",,,,,,,,,,,,,,,,,,,August,Academy of Management,,,,,Manual,,,,,,,,,,,,,Leveraging Today’s Entrepreneurship Program Into Building Tomorrow’s Ecosystem-Arizona State,,,,,,,,Proceeding,,,,,,[],"[{""id"": 75583, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2024, ""termid"": ""2024/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Nicholas, K. R.', 'Neupert, K.', 'Whitney, M.', 'Siegel, D.']"
